GeneID	Length	X1h.m1.t.sort.bam	X1h.m1.u.sort.bam	X1h.m2.t.sort.bam	X1h.m2.u.sort.bam	X1h.m3.t.sort.bam	X1h.m3.u.sort.bam	X6h.m1.t.sort.bam	X6h.m1.u.sort.bam	X6h.m2.t.sort.bam	X6h.m2.u.sort.bam	X6h.m3.t.sort.bam	X6h.m3.u.sort.bam
Xrcc5	2556	8	15	9	14	6	4	0	8	9	7	9	11
March4	4187	0	0	0	0	2	0	0	0	0	0	1	0
Smarcal1	6715	74	56	107	80	112	77	116	53	119	53	102	81
Ankar	4573	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37a	588	595	438	659	554	501	396	620	271	732	290	671	367
Igfbp2	1330	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp5	5854	0	0	0	2	0	0	0	0	0	0	1	0
Tnp1	427	0	0	0	0	0	0	0	0	0	0	0	0
1700027A15Rik	571	0	0	0	0	0	0	0	0	0	0	0	0
Pinc	1560	0	0	0	0	0	0	0	0	0	0	0	0
D530049I02Rik	551	0	0	0	0	0	0	0	0	0	0	0	0
6030407O03Rik	1801	0	0	0	0	0	0	0	0	0	0	0	0
Tns1	9966	529	77	470	120	131	87	158	97	163	135	177	219
Rufy4	2336	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862357	817	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	3043	1	0	0	0	0	0	0	0	0	0	0	0
Cxcr1	1125	0	0	0	0	0	0	0	0	0	1	3	2
Mir1928	67	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	1597	1224	1349	1694	1513	1613	1309	2469	856	1988	1107	1548	1481
Gpbar1	990	0	0	0	0	0	0	0	0	0	0	0	0
Aamp	1820	204	187	306	227	228	239	361	141	297	164	240	267
Pnkd	3501	46	25	45	33	53	31	73	21	37	34	60	39
Tmbim1	2309	328	349	488	408	462	364	589	217	459	277	406	383
Gm216	2101	0	1	0	0	0	1	0	0	0	0	3	2
Slc11a1	2304	2850	2465	4064	3063	3393	2692	3820	2125	4005	2813	3491	3933
Ctdsp1	2776	175	160	207	138	175	150	184	100	206	94	147	131
Mir26b	85	1	0	0	2	0	0	0	0	0	0	4	1
Vil1	3117	0	0	0	0	0	0	0	0	0	0	0	0
Usp37	7196	176	190	223	186	241	183	371	123	244	136	256	246
Rqcd1	3266	189	216	280	232	232	202	269	113	328	198	245	288
Plcd4	3121	0	0	0	0	0	0	0	0	0	1	0	0
Zfp142	7472	111	109	130	104	150	141	151	67	149	95	121	140
Bcs1l	1829	26	22	29	31	29	24	33	11	34	17	36	23
Rnf25	1475	60	60	89	82	76	48	27	27	72	41	66	79
Stk36	5235	14	7	21	15	18	11	0	4	4	1	0	9
Ttll4	4253	101	69	141	124	129	102	161	53	144	97	94	94
Cyp27a1	1890	8	0	14	1	3	1	0	1	4	2	3	1
Prkag3	2832	0	0	0	0	0	0	0	0	0	0	0	0
Wnt6	2068	12	19	18	18	29	17	77	32	42	26	53	55
Wnt10a	1962	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5r2	2704	0	0	0	0	0	0	0	0	0	0	0	0
Fev	1479	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	702	0	0	0	0	0	0	0	0	0	0	0	0
Mir375	64	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc108	5718	0	0	0	0	0	0	0	0	0	0	0	1
Ihh	2444	0	0	0	0	1	0	0	0	2	0	0	2
Nhej1	860	7	15	8	10	12	8	4	5	25	14	9	16
Slc23a3	2059	1	0	0	0	0	1	0	0	0	4	0	0
1810031K17Rik	2738	131	140	192	146	150	152	166	98	189	95	134	134
Fam134a	2557	233	243	337	243	288	236	441	179	327	171	330	281
Zfand2b	1299	45	31	66	54	47	30	67	40	61	31	50	47
Abcb6	2934	47	54	58	40	57	46	108	27	60	43	62	72
Atg9a	3764	137	134	173	163	139	117	158	53	151	86	125	141
Ankzf1	2764	42	41	69	58	67	65	53	35	64	27	63	59
Glb1l	3451	111	72	136	94	118	88	165	60	81	73	86	84
Stk16	2885	64	57	78	68	64	63	113	44	99	50	75	82
Tuba4a	2053	430	479	677	554	436	354	700	249	560	343	420	472
A630095N17Rik	767	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb2	3203	26	32	60	56	49	38	151	32	67	28	40	40
Ptprn	3535	1	7	13	16	7	5	0	7	4	3	4	10
Resp18	710	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	1946	96	52	164	88	96	75	83	43	87	50	112	105
Des	2150	6	5	5	3	3	0	0	2	3	2	9	8
Gm15179	676	0	0	0	0	0	0	0	0	0	0	0	0
Speg	11933	20	15	19	17	23	6	12	11	37	20	21	30
Gmppa	1528	112	82	166	106	142	101	178	70	146	80	109	132
LOC100862164	449	0	0	0	0	0	0	0	0	0	0	0	0
Accn4	2650	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	3235	18	10	34	21	13	12	46	7	33	5	11	28
Tmem198	2185	2	3	3	0	1	1	7	1	5	0	6	6
Obsl1	5770	0	0	1	6	1	0	0	3	1	0	2	1
Inha	1463	0	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	4458	95	88	144	94	152	100	182	73	172	81	125	149
Slc4a3	4441	2	5	3	1	4	2	6	3	8	9	4	3
LOC100862333	771	0	0	0	0	0	0	0	0	0	0	0	0
Gm17751	2188	0	0	0	0	0	0	0	0	0	0	0	0
Epha4	6328	67	75	32	40	132	122	196	76	141	62	116	67
Pax3	3868	0	0	0	0	0	0	0	0	0	0	0	0
Gm2102	1208	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp2	3998	0	0	0	0	0	0	0	0	0	0	0	0
Farsb	2132	245	206	272	189	255	224	371	144	334	239	311	264
Mogat1	1206	0	0	0	0	1	0	0	0	0	0	0	0
Acsl3	3950	138	111	128	116	128	103	229	51	145	66	133	95
Utp14b	3981	62	49	54	53	89	77	77	25	68	41	79	70
Kcne4	2463	0	0	0	0	0	0	0	0	0	0	0	0
Scg2	2485	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862182	832	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s3	2876	31	42	40	54	62	64	91	29	64	32	67	70
Wdfy1	4714	346	333	563	524	476	348	413	215	573	340	387	443
Gm10555	1791	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl44	1424	54	41	71	68	45	43	86	43	87	42	71	66
LOC100862198	480	0	0	0	0	0	0	0	0	0	0	0	0
Serpine2	2055	247	168	160	75	86	83	212	73	91	54	102	54
Fam124b	2862	0	0	0	2	0	0	0	0	0	0	0	0
Cul3	2764	806	450	957	511	698	484	862	290	846	461	543	660
1700016L21Rik	394	2	0	0	0	0	0	0	0	0	0	0	0
Dock10	7303	1735	696	2194	927	1165	833	1746	565	1405	907	1087	1304
9430031J16Rik	4919	0	0	0	0	0	0	0	0	0	0	0	0
Irs1	9163	4	0	0	0	0	0	0	0	0	0	0	0
Gm19537	3039	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdd1	3757	157	127	237	188	145	122	256	86	196	121	162	158
Gm19552	2833	4	3	7	10	11	4	33	0	16	4	6	9
Col4a4	7808	0	0	0	0	0	0	0	0	0	0	0	0
Col4a3	8609	0	0	0	0	0	0	0	0	0	0	0	0
Mff	1866	223	223	317	269	257	221	400	146	332	239	318	354
Tm4sf20	1503	0	0	0	0	0	0	0	0	0	0	0	0
Gm17764	654	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	3137	325	369	758	687	497	397	740	243	634	293	553	546
Slc19a3	2974	0	0	0	0	0	0	0	0	0	0	1	0
Krtap28-13	992	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	802	0	0	0	0	0	0	0	0	0	0	0	0
Wdr69	1670	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	6512	0	0	0	0	0	0	0	0	0	0	0	0
Pid1	2667	1211	756	1089	585	1175	759	1984	842	1196	833	896	1092
Dner	3632	5	0	3	1	6	2	12	3	10	0	5	2
Mir5126	77	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	9632	1783	1730	2554	2187	2357	1881	3054	1030	2738	1778	2285	2522
Fbxo36	900	0	0	3	2	3	1	0	0	6	0	0	0
Slc16a14	2349	0	0	0	0	0	0	0	0	0	0	0	0
Gm15433	891	14	3	16	15	45	34	13	8	23	10	14	17
A530032D15Rik	1760	11	8	26	28	48	28	64	7	47	16	20	31
A530040E14Rik	1334	5	2	7	20	7	6	0	4	20	4	4	19
Gm2619	1348	16	9	13	27	26	34	19	6	40	8	7	18
Gm7609	1621	17	21	37	45	63	45	9	31	64	38	28	35
C130026I21Rik	1971	10	13	20	37	24	37	33	10	39	15	14	20
Gm2666	891	4	4	7	9	15	24	5	8	18	5	4	6
Gm2427	1073	13	13	25	15	7	11	19	8	14	14	5	7
Gm7592	891	6	1	11	13	21	22	6	9	20	7	8	8
Sp110	1971	74	100	353	347	158	170	96	56	211	143	185	221
Sp140	2417	138	154	437	474	264	274	287	99	303	228	296	318
Gm10552	852	1	0	2	6	1	5	6	1	0	3	0	5
Gm19524	659	0	0	1	0	0	0	0	0	2	0	0	0
Sp100	2158	589	505	1091	945	799	643	620	323	1174	632	847	853
A630001G21Rik	1936	101	79	168	91	111	89	267	70	145	94	111	137
Cab39	3800	590	472	789	616	724	531	908	379	773	513	636	743
Itm2c	2024	278	276	487	447	309	278	535	213	438	222	470	376
4933407L21Rik	1148	0	0	0	0	0	0	0	0	0	0	0	0
Gpr55	2550	0	2	6	9	1	4	2	5	6	2	4	6
Spata3	1602	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	3331	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	3256	1203	953	1499	1077	1136	906	1560	592	1421	769	1214	1066
Htr2b	2072	140	43	100	49	56	46	71	36	36	40	58	46
Armc9	5258	17	26	55	31	27	13	31	12	21	26	24	29
LOC100861644	653	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt7	2595	0	0	2	3	1	1	0	0	5	0	2	1
Gm5258	483	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	8257	1340	1194	1561	1267	1313	1100	2350	804	1650	992	1555	1514
Snora75	116	2	1	1	0	1	1	6	1	5	3	4	0
Snord82	68	0	2	0	1	0	0	0	0	0	0	0	1
C130036L24Rik	1266	1	0	0	0	0	1	0	0	0	0	1	0
Nmur1	1218	0	0	0	0	0	0	0	0	0	0	0	0
1700019O17Rik	1721	0	0	0	0	0	0	0	0	0	0	0	0
Ptma	1192	1048	834	1368	1192	1288	978	1961	936	1757	1110	1669	1512
Pde6d	1092	44	34	68	68	56	43	83	44	117	74	95	78
Cops7b	2231	38	35	91	60	56	30	69	23	64	33	65	47
Nppc	1042	1	0	1	0	1	0	0	0	0	0	0	0
Dis3l2	3171	63	77	82	83	135	105	115	51	123	54	86	96
Alppl2	2113	0	0	0	0	0	0	0	0	0	0	0	0
Alpi	2337	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	1680	0	0	0	0	0	0	0	0	0	0	0	0
Ecel1	2698	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	1999	0	0	0	0	0	1	0	0	0	0	0	0
Chrnd	2910	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	1921	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	4928	193	198	288	231	250	198	311	160	314	196	266	239
Efhd1	1805	0	0	2	0	0	0	0	0	0	4	0	0
Gigyf2	5743	352	297	449	423	399	357	555	206	402	286	375	401
Kcnj13	1349	0	0	0	0	0	0	0	0	0	0	0	0
3110079O15Rik	462	0	0	0	0	0	0	0	0	0	0	0	0
Ngef	3384	0	0	0	0	0	0	0	0	0	0	0	1
A530079E22Rik	1676	0	0	0	0	0	0	0	0	0	0	0	1
Gm6153	1602	4	2	5	4	2	3	0	1	3	1	0	3
Neu2	2018	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5d	4938	500	370	610	447	520	403	626	305	497	396	461	493
Atg16l1	3180	153	169	203	185	205	161	279	115	240	157	218	191
Scarna6	248	50	57	67	42	43	71	294	165	201	131	219	144
Sag	1718	2	2	7	6	4	1	45	0	5	5	5	0
Gm19582	947	0	0	0	0	0	0	0	0	0	0	0	0
Dgkd	5694	226	233	302	219	291	249	501	125	338	146	237	300
Usp40	5316	136	185	186	190	223	185	287	117	212	192	185	241
Ugt1a10	3242	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a9	3216	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	3294	48	43	52	28	53	44	143	50	121	79	84	106
Ugt1a6b	2293	28	24	35	11	39	22	68	48	69	67	53	59
Ugt1a6a	3302	25	15	31	11	26	17	54	31	49	39	45	53
Ugt1a5	3208	4	5	9	0	11	3	28	10	32	4	9	17
Ugt1a2	3206	3	5	2	1	2	0	0	3	7	9	5	11
Dnajb3	1017	1	1	1	3	0	2	11	0	0	0	2	4
Ugt1a1	3229	2	2	2	0	2	0	0	0	4	4	2	4
Heatr7b1	7526	4	5	6	0	4	4	14	6	2	7	9	5
Hjurp	8439	21	36	35	29	59	37	26	28	42	18	27	26
6430706D22Rik	3662	0	0	0	0	0	0	0	0	0	0	0	0
Trpm8	3844	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	870	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	1957	4	9	10	18	20	10	10	5	34	11	14	20
Gm19589	2622	0	0	0	0	0	0	0	0	0	0	0	0
Arl4c	3967	26	35	44	73	95	61	144	80	106	65	80	92
2410088K16Rik	476	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	603	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp4	3673	58	31	86	74	60	68	109	37	128	49	90	65
C030007H22Rik	591	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	9581	1054	543	1116	629	889	709	1103	537	1242	586	915	983
4933400F21Rik	3611	1	0	0	0	0	0	0	0	2	0	0	0
Gbx2	2126	0	0	0	1	0	0	0	0	0	0	1	0
Asb18	1404	0	0	0	0	0	0	0	0	0	0	0	0
Iqca	3210	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr7	2579	0	0	0	0	3	1	0	0	0	0	0	1
Cops8	1843	145	117	206	152	156	136	175	76	120	136	178	164
Gm9991	1207	0	0	0	0	0	0	0	0	0	0	0	0
Col6a3	10841	2	0	7	15	4	2	0	1	4	4	7	7
Mlph	4484	1	0	0	1	0	1	0	0	3	3	1	0
Prlh	261	0	0	0	0	0	0	0	0	0	0	0	0
Rab17	1950	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	5743	437	314	465	353	574	394	596	302	446	294	350	379
Rbm44	3851	0	0	0	2	0	0	0	0	0	0	0	0
Ramp1	3022	0	0	0	0	0	1	0	0	0	0	0	1
Ube2f	1363	187	177	279	182	221	165	443	120	264	179	219	190
Gm7785	892	5	1	8	2	7	7	0	4	15	3	8	6
Scly	2207	184	183	356	300	299	240	261	128	415	181	262	312
Espnl	5442	3	0	0	0	0	0	0	0	0	2	0	0
Gm19636	684	0	0	0	0	0	0	0	0	0	0	0	0
Klhl30	3020	0	0	1	0	0	0	0	0	0	0	0	0
Fam132b	2815	0	0	0	0	0	0	0	0	0	0	0	0
Ilkap	1368	109	94	147	118	132	93	148	75	161	94	131	145
1700020N18Rik	547	0	0	0	0	0	0	0	0	0	0	0	0
Hes6	1335	22	14	44	21	25	24	63	14	62	24	31	26
Per2	5837	110	32	124	38	68	42	50	18	59	45	37	53
Traf3ip1	3500	83	43	85	67	58	41	30	27	77	42	67	73
Asb1	6072	91	79	98	112	100	76	124	53	123	66	99	84
Twist2	1312	0	0	1	0	0	1	0	1	0	0	0	0
Hdac4	3960	87	69	89	62	80	68	93	41	94	63	64	85
Ndufa10	1220	167	194	203	187	209	154	320	112	326	141	274	203
Olfr1416	939	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1415	936	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1414	1189	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1413	1082	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1412	966	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1411	972	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1410	969	0	0	0	0	0	0	0	0	0	0	0	0
Olfr12	1121	0	0	0	0	0	0	0	0	0	0	0	0
Myeov2	711	198	179	205	176	158	142	208	103	150	95	154	108
Otos	704	1	0	2	1	1	0	0	0	0	0	0	0
Gpc1	3552	386	406	479	594	777	584	663	306	534	337	479	484
Gm20155	543	0	0	0	1	2	0	3	0	0	0	0	0
Mir149	66	0	0	0	0	1	1	0	0	0	0	2	0
Ankmy1	3243	1	0	1	3	1	1	0	0	0	0	3	2
Dusp28	1491	12	8	53	60	14	27	23	0	31	15	19	29
Rnpepl1	3039	208	192	269	257	294	226	331	105	281	161	207	256
9430060I03Rik	1689	1	1	4	1	1	0	0	0	0	3	1	1
Capn10	2877	22	32	45	48	33	39	78	20	47	24	48	37
Gpr35	4396	69	58	254	249	289	251	81	45	96	35	65	52
Aqp12	1088	0	0	0	0	0	0	0	0	0	0	0	0
Kif1a	8257	6	4	17	14	10	18	24	6	16	12	11	4
Agxt	1517	0	0	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	2362	0	0	0	0	0	0	0	0	0	0	0	0
E030010N08Rik	7348	0	0	1	0	0	0	18	0	0	0	0	3
Sned1	4474	1	0	2	0	0	1	6	1	0	2	1	2
Mterfd2	3315	23	25	44	32	27	26	46	15	38	13	26	26
Pask	5119	7	7	14	14	9	3	12	4	20	5	7	2
Ppp1r7	3653	111	106	134	91	114	105	119	85	192	96	137	141
Ano7	3217	0	0	0	0	0	1	0	0	0	0	1	0
Hdlbp	6238	1203	1120	1626	1396	1340	1225	1899	687	1495	873	1309	1302
Sept2	3335	779	706	1007	736	947	712	1268	458	1152	617	942	956
Farp2	3912	23	11	22	14	43	28	58	5	26	16	40	26
Stk25	3254	159	121	195	189	191	137	271	91	200	121	164	197
Bok	1432	2	0	0	0	0	1	0	0	0	0	1	1
Thap4	2160	60	56	91	81	58	56	121	46	67	34	54	73
Atg4b	2964	123	109	174	165	123	136	187	62	170	94	161	157
Dtymk	1310	32	34	46	20	33	22	44	26	30	27	55	39
Ing5	4539	104	114	123	97	137	113	200	74	151	107	153	132
D2hgdh	3058	33	30	34	27	22	41	18	11	45	12	33	34
Gal3st2	2846	1	0	0	0	1	0	0	0	0	4	0	0
Gm9994	1185	0	0	0	7	1	1	0	0	0	3	0	0
Gm7889	570	4	5	2	4	1	7	0	0	1	6	4	4
Gm6086	4059	0	1	0	0	1	0	0	0	0	0	0	2
Neu4	4511	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd1	1930	0	0	0	1	0	1	0	0	0	0	1	0
4930440C22Rik	1565	0	0	0	0	0	0	0	0	0	0	0	0
Fam174a	2107	83	70	123	97	128	99	200	52	183	129	153	134
St8sia4	5677	205	387	293	295	631	412	774	264	574	392	526	529
4930598F16Rik	761	0	0	0	0	0	0	0	0	0	0	0	0
Gm20207	921	100	71	105	53	156	104	118	46	132	36	99	109
1700063A18Rik	356	0	0	0	0	0	0	0	0	0	0	0	0
4930533P14Rik	583	0	0	0	0	0	0	0	0	0	0	0	0
Slco4c1	2394	0	0	0	1	0	0	0	0	3	0	1	1
Gm5101	3849	0	0	0	0	0	0	0	1	0	0	0	0
Slco6b1	2475	0	0	0	0	0	0	0	0	0	0	0	0
Slco6c1	2433	0	0	0	0	0	0	0	0	0	0	0	0
Gm7133	2091	0	0	0	0	0	0	0	0	0	0	0	0
Gm7135	2300	0	0	0	0	0	0	0	0	0	0	0	0
D1Ertd622e	2738	152	156	229	181	185	159	158	107	224	126	188	230
Ppip5k2	5565	300	284	427	343	394	281	582	218	529	304	488	479
Gin1	2041	21	23	25	13	18	16	88	12	33	26	33	45
Pam	4103	205	81	112	63	123	58	167	88	164	92	131	144
B230216N24Rik	1178	14	11	9	11	19	9	21	8	25	9	19	6
1810006J02Rik	1687	0	0	0	0	0	0	0	0	0	0	1	0
Slco6d1	2328	0	0	0	1	0	0	0	0	0	0	0	0
Gm20253	800	39	39	52	37	39	41	86	34	65	57	51	64
Cntnap5b	5120	0	0	0	0	0	0	0	0	0	0	0	0
Gm20268	886	0	0	0	0	0	0	0	0	0	0	0	0
Cdh20	3722	0	0	0	0	0	0	0	0	0	0	0	0
Rnf152	8529	1	0	0	3	2	1	0	0	0	2	2	3
Gm17634	1284	0	0	0	0	0	0	0	0	0	0	0	0
Pign	6777	417	410	538	490	494	394	689	292	596	352	500	523
2310035C23Rik	5406	261	193	306	238	337	241	374	156	398	264	289	342
Gm10193	231	1	1	0	0	2	1	0	0	0	2	0	1
Tnfrsf11a	5022	223	76	246	180	154	119	102	98	171	122	119	142
Gm7160	465	20	13	27	19	24	10	8	8	29	19	13	24
Zcchc2	6661	375	554	572	708	737	568	755	316	837	452	631	663
LOC626049	545	0	0	0	0	0	1	0	0	0	0	0	0
Phlpp1	6104	143	126	270	207	202	204	224	80	280	147	225	284
Bcl2	7749	37	34	48	33	81	40	66	25	89	51	43	68
D630008O14Rik	1243	0	0	0	0	0	0	0	0	0	0	0	0
Kdsr	5582	69	42	98	65	61	62	73	37	106	40	108	79
Vps4b	3272	449	386	600	455	597	489	699	288	755	371	601	597
Serpinb5	2565	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb12	1735	3	2	0	0	0	2	0	0	0	0	3	2
Serpinb13	1607	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3a	1629	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3d	1164	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3b	1632	0	0	0	0	0	1	0	0	0	0	0	0
Serpinb3c	1659	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb11	1699	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb7	1887	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb2	2047	216	2680	448	686	2144	1310	6339	2430	1422	1767	1462	2171
Serpinb10-ps	3490	0	0	0	0	0	0	0	1	0	0	0	2
Serpinb8	3289	162	156	117	100	218	100	237	180	197	186	166	213
Cdh7	3353	0	0	0	0	0	0	0	0	0	0	0	0
Cdh19	3054	0	0	0	0	0	1	0	0	0	0	0	0
Dsel	5763	58	77	92	66	86	80	201	57	122	62	124	112
Cntnap5a	3915	0	0	0	0	0	0	0	0	0	0	0	0
Gm7145	729	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	3040	253	203	291	212	255	226	383	143	300	174	231	221
Mki67ip	1894	102	85	112	101	101	86	162	66	135	80	143	113
Clasp1	7899	281	222	380	336	366	264	459	161	352	216	294	323
2900060B14Rik	597	4	3	11	8	5	1	1	1	2	1	7	3
Tfcp2l1	9270	0	1	0	2	0	0	0	0	5	0	0	0
Gli2	6708	0	0	0	0	0	0	0	0	0	0	0	0
Inhbb	4255	0	0	0	0	0	2	0	0	0	0	0	0
Gm19295	748	0	0	0	0	0	0	0	0	0	0	0	0
Ralb	2277	218	245	335	254	284	213	347	178	440	248	331	312
Tmem185b	2830	81	78	137	82	122	88	207	59	140	103	124	138
Epb4.1l5	7746	5	6	9	2	2	1	0	5	6	12	10	5
Ptpn4	4707	67	67	41	54	72	52	41	27	112	40	64	69
Tmem177	3301	31	23	31	17	29	20	33	14	31	17	47	41
Gm101	2511	0	0	0	0	0	0	0	0	0	0	0	0
Sctr	1924	1	0	0	0	0	0	0	0	0	0	0	0
Tmem37	1017	4	1	2	5	4	3	6	1	7	4	3	2
Dbi	745	136	88	137	119	136	83	126	89	123	91	96	125
3110009E18Rik	1089	5	4	3	3	1	1	3	4	12	0	2	2
Steap3	3177	26	17	30	11	23	14	43	17	37	17	32	27
C1ql2	2000	0	0	0	0	0	0	0	0	0	0	0	0
Marco	1985	8	6	2	2	3	5	8	11	15	5	5	7
En1	2554	0	0	0	0	0	0	0	0	0	0	0	0
B230209K01Rik	1580	0	0	0	0	0	0	0	0	0	0	0	0
Insig2	2524	115	92	129	111	135	96	144	55	175	80	141	111
Ccdc93	7256	539	425	655	477	458	346	816	294	683	392	509	593
Htr5b	2019	0	0	0	0	0	0	0	0	0	0	0	0
Ddx18	2249	134	129	141	108	111	99	188	86	254	143	175	155
Gm19329	453	0	0	0	0	0	0	0	0	0	0	0	0
Dpp10	4630	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	2746	2389	1906	2798	2117	2818	2066	3479	1349	3026	1918	2453	2500
Slc35f5	2597	197	113	357	248	230	150	189	71	217	112	201	201
Gpr39	2690	2	5	9	16	4	4	0	2	10	5	5	15
Lypd1	2047	0	0	0	0	0	0	0	0	0	0	1	0
Nckap5	7593	0	0	0	0	1	0	0	0	3	0	0	0
Mgat5	3104	247	198	358	228	271	190	390	107	334	186	242	244
Gm8451	484	37	41	36	21	54	37	82	35	46	34	49	43
Tmem163	2517	1	2	2	0	2	5	0	0	4	2	1	5
Acmsd	2303	0	0	0	0	0	0	0	0	0	0	0	0
2900009J06Rik	464	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt2	3514	185	202	287	245	324	238	386	125	377	210	253	256
Ysk4	3936	2	0	1	0	0	0	0	0	0	0	1	0
Rab3gap1	4251	285	204	343	269	285	205	325	137	336	196	278	286
Zranb3	4154	25	39	23	37	62	49	64	23	72	61	61	82
R3hdm1	4812	331	255	423	350	472	363	554	199	555	336	346	460
Mir128-1	70	2	2	0	1	1	0	0	0	1	0	2	2
Ubxn4	4093	300	307	561	492	478	353	501	204	502	308	403	465
Lct	6166	0	0	0	0	0	0	0	0	0	0	0	0
Mcm6	2901	54	51	45	41	28	18	87	13	45	29	50	48
Dars	2509	223	190	271	194	256	212	343	165	335	206	251	268
Cxcr4	1814	72	59	105	73	146	81	82	52	63	45	56	85
Thsd7b	6253	0	0	0	0	0	0	0	0	0	0	0	0
Gm10191	613	6	5	9	10	9	10	26	7	6	8	3	13
Daf2	1324	0	1	0	0	3	0	8	0	0	0	0	0
Cd55	2527	6	3	8	3	9	7	7	8	13	4	10	14
Zp3r	2034	0	0	0	0	0	0	0	0	0	0	0	0
C4bp	1883	0	0	0	0	0	0	0	0	0	0	0	0
C4bp-ps1	754	0	0	0	0	0	0	0	0	0	0	0	0
Pfkfb2	9621	161	119	140	118	154	101	227	63	161	78	156	130
Yod1	3843	56	55	70	65	95	59	157	25	110	44	80	77
AA986860	2909	0	0	1	0	6	0	0	0	0	0	0	0
Fcamr	1911	0	0	0	0	0	0	0	0	0	0	0	0
Gm15848	1065	0	0	0	0	0	0	0	0	0	0	0	0
Pigr	3849	0	0	0	0	0	0	0	0	0	0	0	1
Faim3	1491	1	2	8	10	13	5	33	4	22	6	2	12
Il24	1116	0	0	0	0	0	0	0	0	0	0	0	0
Il20	824	0	0	0	0	0	0	0	0	0	0	0	0
Il19	1023	0	3	0	0	0	0	0	0	0	0	0	1
Il10	1306	5	2	4	0	2	0	0	5	11	0	6	4
Mapkapk2	2567	1100	1449	1359	1321	1436	1303	2876	996	2569	1305	2065	2057
Dyrk3	2072	4	2	6	2	1	3	0	2	5	2	5	4
Eif2d	2290	57	51	119	73	86	65	95	31	104	63	88	82
Rassf5	3405	36	20	35	33	36	14	24	13	37	13	15	25
Ikbke	3203	1013	750	1388	1071	1280	969	1392	694	1607	919	1021	1365
Srgap2	8040	352	304	429	355	430	378	533	213	567	288	396	401
Fam72a	2105	4	10	5	0	5	4	17	5	10	5	1	4
Avpr1b	4148	0	0	0	0	0	1	0	0	0	0	0	0
Ctse	2120	2	6	17	11	11	12	49	6	10	21	21	22
5430435G22Rik	2523	262	198	433	340	469	252	392	149	388	261	322	317
Slc26a9	3640	3	0	1	1	4	1	0	0	0	0	1	0
Pm20d1	3540	2	0	3	1	3	0	0	2	0	2	0	5
